x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,data_quality
1.86,2.42,5.59,2.8,5.59,0.93,0.93,0.93,1.3,0.75,1.12,1.49,0.56,7.45,0.93,0
1.14,1.84,7.27,8.31,11.43,1.56,3.12,1.04,1.4,2.08,1.56,0.73,0.26,10.39,0.79,0
1.23,2.7,7.5,4.32,7.63,1,1.26,1.27,1.53,0.58,0.66,0.68,0.57,5.81,0.71,1
2.07,2.03,11.89,6.04,10.73,2.46,1.65,1.93,1.04,0.72,0.92,0.91,0.23,5.18,0.87,0
1.5,2,4,5.95,7.45,4.57,1.07,2,1.85,1.56,1.6,2,1.75,13.5,1.52,0
0.93,1.63,7.79,5.19,9.52,2.08,1.48,1.73,1.38,0.88,1.04,1.04,1.04,4.15,1.04,0
1.08,1.75,7.98,3.78,8.12,1.35,0.86,0.75,1.29,0.89,0.82,0.58,0.62,7.45,1.01,0
0.71,1.79,,3.17,3.96,1.58,0.9,1.03,1.03,0.95,0.79,0.32,0.61,3.96,0.95,0
1.07,2.93,13.5,6.65,11.83,2.24,2.49,1.75,2.33,1.82,1.22,1.17,1.09,6.75,0.96,1
1.46,1.44,13.1,3.98,10.23,1.86,1.33,1.26,2.36,0.58,0.57,1.15,0.75,8.31,0.74,0
1.65,2.02,7.27,5.77,9.73,1.15,1.55,1.2,2.08,0.7,0.77,0.74,0.54,5.84,0.75,1
0.83,1.53,7.27,3.07,4.66,0.93,0.69,0.93,1.54,0.99,0.61,0.68,0.56,3.91,0.79,0
1.4,0.87,5.36,3.01,5.55,0.62,0.98,1.07,2.07,0.34,0.68,0.5,0.44,4.87,0.63,0
1.93,2.28,9.56,6.54,12.46,2.04,1.65,2.04,0.82,1.82,1.01,1.11,0.51,5.18,0.61,0
1.35,3.11,6.43,7.64,9.66,2.38,1.66,2.05,2.71,1.44,0.92,0.92,1.4,10.39,2.59,1
3.91,3.35,7.54,6.03,16.59,6.01,3.52,3.77,3.77,2.26,1.51,1.13,0.94,15.08,2.26,0
0.55,1.33,10.65,4.66,8.88,1.35,1.01,1.22,0.67,0.44,0.62,0.76,0.57,13.32,1.97,0
1.59,1.89,6.83,5.52,8.41,2.35,0.92,1.02,1.24,1.39,1.35,0.96,1.15,10.38,1.46,1
3.03,3.96,15.84,10.34,23.75,2.66,2.16,1.83,1.63,1.31,1.23,1.54,1.01,10.2,2.32,1
1.53,2.58,5.93,5.9,10.78,1.56,1.22,1.74,2.17,1.08,1,0.77,1.09,7.51,1.97,0
0.34,0.65,9.76,2.71,3.52,2.03,0.35,1.63,0.49,0.47,0.43,0.62,0.19,9.49,1.08,0
1.34,2,7.81,7.64,11.54,2.76,1.11,2.88,5.24,1.38,1.2,0.8,1.1,7.21,2.19,1
2.07,1.74,11.77,8.29,28.55,2.72,1.35,1.42,2.65,1,0.92,0.78,0.62,6.22,1.24,1
0.74,1.41,3.18,2.65,3.54,1.41,0.53,0.88,0.71,1.06,0.92,0.71,0.62,2.92,1.33,0
1.17,1.99,8.16,4.7,9.31,1.78,1.22,1.48,1.35,0.85,1.05,0.97,0.61,6.22,1.31,1
6.25,2.73,11.29,13.96,15.98,6.52,2.63,5.92,4.24,4.18,3.36,1.95,2.88,13.5,3.65,1
1.35,4.17,8.08,8.7,11.17,1.86,1.86,2.61,2.07,1.83,1.55,2.48,1.07,9.31,1.71,0
0.49,0.81,10.28,2.45,6.18,1.58,0.82,1.47,0.49,0.24,0.55,0.18,0.32,6.12,1.1,0
4.41,2.84,9.31,8.82,15.43,3.2,1.06,2.09,2.34,2.59,0.88,1.34,2.33,9,2.39,0
0.93,2.4,4.29,7.72,4,2.86,0.79,0.6,1.29,0.79,1.72,0.13,0.39,4.29,1.02,0
2.37,2.97,11.1,10.11,16.81,2.11,1.71,2.26,2.75,1.59,2.12,1.63,0.58,5.71,1.34,1
1.99,3.45,12.33,11.54,17.79,2.92,1.78,2.8,2.44,1.45,1.62,1.64,0.54,8.31,1.35,1
1.13,2.77,7.19,3.28,7.25,1.42,0.88,0.77,1.2,1.15,0.99,0.6,0.99,4.38,0.99,0
0.82,0.97,23.12,2.06,10.3,2.02,0.91,1.09,0.77,0.81,0.81,0.53,0.61,5.09,0.93,0
1.23,1.2,5.49,3.72,10.11,1.86,1.62,1.08,0.65,0.54,0.42,0.38,0.22,10.83,2.17,0
1.07,2.12,8.15,4.57,5,2.86,1.07,0.77,0.86,0.76,1.07,0.86,0.48,8.58,1.57,0
